,text,polarity,subjectivity,date
920,$TSLA 178.19 last month's lows key,0.0,0.533333333333,2016-12-02 18:07:19
318,RT @seeitmarket: Nice read on Tesla's stock from last week - https://t.co/RPl2QaBwVe  blog by @MitchellKWarren $TSLA $SCTY https://t.co/fgD…,0.3,0.533333333333,2016-12-03 14:31:03
228,RT @seeitmarket: Nice read on Tesla's stock from last week - https://t.co/RPl2QaBwVe  blog by @MitchellKWarren $TSLA $SCTY https://t.co/fgD…,0.3,0.533333333333,2016-12-03 15:18:15
167,RT @seeitmarket: Nice read on Tesla's stock from last week - https://t.co/RPl2QaBwVe  blog by @MitchellKWarren $TSLA $SCTY https://t.co/fgD…,0.3,0.533333333333,2016-12-03 16:33:25
181,RT @seeitmarket: Nice read on Tesla's stock from last week - https://t.co/RPl2QaBwVe  blog by @MitchellKWarren $TSLA $SCTY https://t.co/fgD…,0.3,0.533333333333,2016-12-03 16:12:08
165,RT @seeitmarket: Nice read on Tesla's stock from last week - https://t.co/RPl2QaBwVe  blog by @MitchellKWarren $TSLA $SCTY https://t.co/fgD…,0.3,0.533333333333,2016-12-03 16:35:44
324,RT @seeitmarket: Nice read on Tesla's stock from last week - https://t.co/RPl2QaBwVe  blog by @MitchellKWarren $TSLA $SCTY https://t.co/fgD…,0.3,0.533333333333,2016-12-03 14:25:28
183,"For Arkansans who love #EV, $TSLA just opened Superchargers in Joplin, MO; Memphis, TN; &amp; Jackson, TN. Catoosa, OK, is open. #ComingSoon2AR!",0.333333333333,0.533333333333,2016-12-03 16:07:21
919,RT @canuck2usa: $TSLA 178.19 last month's lows key,0.0,0.533333333333,2016-12-02 18:07:44
334,Nice read on Tesla's stock from last week - https://t.co/RPl2QaBwVe  blog by @MitchellKWarren $TSLA $SCTY https://t.co/fgDP1ibNkf,0.3,0.533333333333,2016-12-03 14:13:11
332,RT @seeitmarket: Nice read on Tesla's stock from last week - https://t.co/RPl2QaBwVe  blog by @MitchellKWarren $TSLA $SCTY https://t.co/fgD…,0.3,0.533333333333,2016-12-03 14:18:05
189,RT @seeitmarket: Nice read on Tesla's stock from last week - https://t.co/RPl2QaBwVe  blog by @MitchellKWarren $TSLA $SCTY https://t.co/fgD…,0.3,0.533333333333,2016-12-03 15:55:49
